Id,title,description,channel,duration,views
stCxLxBMjYA,Une espèce à part (intégrale) | ARTE,"De l’infiniment grand à l’infiniment petit, cette série d’animation observe l’humanité à la loupe et replace l’Homme dans un univers dont il n’a jamais été le centre. De l’univers aux gènes, des écosystèmes au corps humain, chaque épisode nous permet d’appréhender des grandeurs et concepts difficilement imaginables par notre cerveau. Prenez quelques minutes pour contempler l’univers de l’extérieur de notre nombril !

Vous avez adoré cette série et nous aussi ! Nous vous proposons de la regarder à nouveau dans son intégralité.

Une espèce à part, une série documentaire de Franck Courchamp et Clément Morin.

#ARTE #Univers #Espace

Abonnez-vous à la chaîne ARTE https://www.youtube.com/channel/UCwI-JbGNsojunnHbFAc0M4Q/?sub_confirmation=1

Suivez-nous sur les réseaux !
Facebook : http://www.facebook.com/artetv
Twitter : http://www.twitter.com/artefr
Instagram : https://www.instagram.com/artefr",ARTE,PT31M37S,9635042
KplT_g4Cngk,"Y a-t-il un psychopathe en nous ? | 42, la réponse à presque tout | ARTE","Si la figure du tueur en série fascine Hollywood, la plupart des psychopathes ne sont pas des assassins. Malins, ils se fondent dans la masse. Alors comment les reconnaître ? Et sont-ils dangereux ?

""42 - La réponse à presque tout"" est la série documentaire scientifique d'ARTE. Clin d’œil au Guide du voyageur galactique de Douglas Adams dans lequel le nombre 42 apporte la réponse ultime, elle décortique des questions existentielles, et a réponse à tout... ou presque.

Série documentaire scientifique (Allemagne, 2022, 25mn)
disponible jusqu'au 16/10/2023

#Psychopathe #Danger #ARTE 

Abonnez-vous à la chaîne ARTE https://www.youtube.com/channel/UCwI-JbGNsojunnHbFAc0M4Q/?sub_confirmation=1

Suivez-nous sur les réseaux !
Facebook : http://www.facebook.com/artetv
Twitter : http://www.twitter.com/artefr
Instagram : https://www.instagram.com/artefr",ARTE,PT24M58S,276082
RiSpmFlX5XU,L'insomnie | Psycho | ARTE,"Plus de la moitié des Français et des Allemands auraient des difficultés à trouver le sommeil. Comment les insomniaques vivent-ils leurs nuits ?

Dans cet épisode, quatre personnes témoignent : Angel, qui, désespéré, se rend dans une clinique du sommeil ; Silvia, qui prend conscience qu'elle doit réapprendre à dormir la nuit après s'être assoupie au volant ; Sandra, qui fait des vidéos pour aider d'autres insomniaques ; et Maud, qui a abandonné la lutte et utilise ses nuits blanches de manière créative. 

Dans le vif du sujet 
Comment parler avec légèreté des affections dites ""psychiques"", qu'il s'agisse de la dépression ou de l'addiction, mais aussi de difficultés existentielles causées par un deuil ou une séparation, sans nier pour autant la souffrance et la solitude qui les accompagnent ? Psycho y parvient en vingt-six minutes aussi concrètes que riches, au moment où la pandémie de Covid-19 a brutalement mis en évidence le profond mal-être des sociétés occidentales, débordées par l'explosion des demandes de prise en charge. Montage alerte, approche ludique et sensible, intelligence du propos : en donnant la parole aux premiers concernés et à des spécialistes ""psy"", en France et en Allemagne, ces dix épisodes nous plongent dans la réalité du trouble psychique, afin, peut-être, de mieux l'accepter en nous-mêmes ou chez les autres.

Disponible jusqu'au 30/06/2026

#Insomnie #Psychologie #Arte

Abonnez-vous à la chaîne ARTE https://www.youtube.com/channel/UCwI-JbGNsojunnHbFAc0M4Q/?sub_confirmation=1

Suivez-nous sur les réseaux !
Facebook : http://www.facebook.com/artetv
Twitter : http://www.twitter.com/artefr
Instagram : https://www.instagram.com/artefr",ARTE,PT26M17S,30807
mm_UidMxDcM,Le fabuleux monde de l'entreprise | ARTE,"Burn out, perte de sens, ""bullshit job"" : des hommes et des femmes racontent comment leur travail tant rêvé s’est mué en cauchemar, à l’opposé de l’épanouissement attendu. Des récits touchants, qui questionnent. 

En 1944, le bureau des services stratégiques américain publie le Manuel de sabotage simple sur le terrain, un ouvrage destiné à couler n’importe quelle organisation ennemie de l’intérieur. Parmi les principes édictés, certains sont aujourd’hui largement employés dans les entreprises – un constat ironique, qui sert de point de départ à ce documentaire édifiant. Selon une étude, 25 % des collaborateurs agiraient à l’encontre des intérêts de leur entreprise, après avoir développé une véritable haine à l’égard de leur travail.

Burn out
À travers les récits d’hommes et de femmes qui ont vécu un burn out, le réalisateur finlandais John Webster plonge au cœur des dysfonctionnements qui rongent le monde de l’entreprise, et montre leurs effets néfastes sur les collaborateurs et la société tout entière. L’anthropologue David Graeber, mort en 2020 et auteur de Bullshit Jobs, et la chercheuse en psychologie Christina Maslach, spécialisée dans les troubles liés au stress au travail, éclairent ces témoignages de parenthèses théoriques enrichissantes. Un documentaire complet et nuancé, qui montre également comment certains tentent d'inventer l’entreprise du futur.

Documentaire de John Webster (Finlande, 2022, 1h18mn)
disponible jusqu'au 13/12/2023

#travail #societe #arte 

Abonnez-vous à la chaîne ARTE https://www.youtube.com/channel/UCwI-JbGNsojunnHbFAc0M4Q/?sub_confirmation=1

Suivez-nous sur les réseaux !
Facebook : http://www.facebook.com/artetv
Twitter : http://www.twitter.com/artefr
Instagram : https://www.instagram.com/artefr",ARTE,PT1H17M38S,975292
VcYAVlNRnHY,Dans la tête des champions | ARTE,"De plus en plus d’athlètes de haut niveau ont recours à des ""préparateurs mentaux"" afin d’améliorer leurs performances. Un décryptage scientifique passionnant sur l’apport des neurosciences dans le domaine sportif, à l’approche des Jeux Olympiques de Tokyo.

Derrière les prouesses physiques des athlètes se cache une performance mentale encore plus impressionnante, préparée des années durant, et devenue un nouvel enjeu pour le haut niveau. L’intérêt pour la psychologie du sport est né au début du XXe siècle avec les écrits de Pierre de Coubertin. Ces réflexions ont rencontré l’engouement de l’armée américaine, qui a enrôlé dès 1941 celui que l’on considère comme le premier “préparateur mental” à part entière, Bud Winter, chargé de regonfler le moral des pilotes engagés dans la terrible bataille de Pearl Harbor. Depuis, le souci de la santé psychique a gagné les sportifs européens, aujourd’hui accompagnés, pour les meilleurs d’entre eux, par des coachs spécialisés. Grâce à des méthodes dont la science a prouvé l’efficacité, les champions entraînent leur esprit à contrôler les émotions, réduire le stress, mieux gérer la douleur et mettre en place la concentration nécessaire pour parvenir à des performances optimales.

Toujours plus fort
Ce documentaire suit la préparation psychique de plusieurs habitués des podiums – dont le nageur français Florent Manaudou, le pentathlonien allemand Marvin Dogue ou la championne du monde de sabre Cécilia Berder – en vue des Jeux olympiques de Tokyo. Le premier a débloqué ses freins intérieurs grâce à un travail d’association entre une émotion positive et un mot. Le deuxième, qui souhaite améliorer sa technique en escrime, combine visualisation et observation du mouvement avec l’aide d’une psychologue. Enfin, la troisième a trouvé dans la méditation un moyen d’améliorer nettement ses performances. Pour compléter ces témoignages, plusieurs chercheurs à travers le monde décryptent, schémas à l’appui, les effets concrets de différentes techniques forgées par les neurosciences sur les cerveaux des médaillés.

Documentaire de Jean-Yves Cauchard (France, 2021, 52mn)
Disponible jusqu'au 29/05/2023


Abonnez-vous à la chaîne ARTE https://www.youtube.com/channel/UCwI-JbGNsojunnHbFAc0M4Q/?sub_confirmation=1

Suivez-nous sur les réseaux !
Facebook : http://www.facebook.com/artetv
Twitter : http://www.twitter.com/artefr
Instagram : https://www.instagram.com/artefr",ARTE,PT53M4S,286060
PTO-RyZikm0,"Le continent invisible | Europe, un continent bouleversé | ARTE","Aujourd’hui, l’économie digitale croît sept fois plus vite que le reste de l’économie. Mais devancée par la Chine et les États-Unis, l’Europe apparaît à la traîne : fake news, emplois précaires, vol de données... L’hégémonie des géants américains n’est pas sans conséquences. Comment l’Europe peut-elle préserver sa souveraineté et nos libertés sur ce nouveau territoire numérique ?

Devancée par la Chine et les États-Unis, l’Europe apparaît à la traîne dans le domaine du numérique. Fake news, emplois précaires, vol de données : l’hégémonie des géants américains n’est pas sans conséquences. Pourtant, certains pays, comme la Suède avec Spotify, et l’Estonie, à la pointe de la sécurisation des services informatiques, ouvrent la voie à une souveraineté numérique européenne.



Mutations

Du Portugal aux États baltes, de la Norvège aux Balkans, cette coproduction européenne, fruit du ""Grand accord documentaire"" d’ARTE, arpente un continent à la croisée des chemins, plus interconnecté qu’on ne le croit. À travers des vues aériennes inédites, qui soulignent la diversité des paysages, des animations cartographiques et des rencontres avec des citoyens engagés, la série ausculte six thématiques cruciales pour le futur. Entre décryptage des enjeux et inventaire des réponses envisagées, un vivifiant tour de l’Europe des possibles.

Europe, un continent bouleversé
Série documentaire (2022, 52mn)
Disponible jusqu'au 26/05/2023
#europe #numérique #arte


Abonnez-vous à la chaîne ARTE https://www.youtube.com/channel/UCwI-JbGNsojunnHbFAc0M4Q/?sub_confirmation=1

Suivez-nous sur les réseaux !
Facebook : http://www.facebook.com/artetv
Twitter : http://www.twitter.com/artefr
Instagram : https://www.instagram.com/artefr",ARTE,PT53M20S,154258
xSSbfeDZvaE,"Pourrions-nous devenir immortels ? | 42, la réponse à presque tout | ARTE","L’humanité rêve depuis la nuit des temps d’une fontaine de Jouvence. Un rêve peut-être devenu réalité. Des laboratoires du monde entier annoncent avoir rajeuni des espèces animales aussi différentes que la souris, le nématode ou la mouche drosophile. La recherche anti-âge a réussi l’impossible : ces animaux vivent plus longtemps et en meilleure santé. Prochaine étape, les êtres humains ?

""42 - La réponse à presque tout"" est la série documentaire scientifique d'ARTE. Clin d’œil au Guide du voyageur galactique de Douglas Adams dans lequel le nombre 42 apporte la réponse ultime, elle décortique des questions existentielles, et a réponse à tout... ou presque.
👉 Un nouvel épisode tous les samedis à 17h !

Série documentaire scientifique (Allemagne, 2022, 25mn)
disponible jusqu'au 25/06/2023

#Mort #Sciences #ARTE 

Abonnez-vous à la chaîne ARTE https://www.youtube.com/channel/UCwI-JbGNsojunnHbFAc0M4Q/?sub_confirmation=1

Suivez-nous sur les réseaux !
Facebook : http://www.facebook.com/artetv
Twitter : http://www.twitter.com/artefr
Instagram : https://www.instagram.com/artefr",ARTE,PT30M1S,170148
j7VSWGkv4dQ,"Pourquoi avons-nous des limites ? | 42, la réponse à presque tout | ARTE","Usain Bolt a couru le 100 mètres en 9,58 secondes. Une performance inégalée à ce jour. Car l’être humain a ses limites. Dans le règne animal en revanche, certaines espèces, comme la puce ou le chat surpassent largement Homo sapiens. Pourquoi en est-il ainsi ? Ne pourrait-on pas s’inspirer de ces animaux ? Ou carrément optimiser notre patrimoine génétique ?

""42 - La réponse à presque tout"" est la série documentaire scientifique d'ARTE. Clin d’œil au Guide du voyageur galactique de Douglas Adams dans lequel le nombre 42 apporte la réponse ultime, elle décortique des questions existentielles, et a réponse à tout... ou presque.
👉 Un épisode tous les samedis à 17h !

Série documentaire scientifique (Allemagne, 2022, 29mn)
disponible jusqu'au 12/11/2025

#performance #sport #arte  

Abonnez-vous à la chaîne ARTE https://www.youtube.com/channel/UCwI-JbGNsojunnHbFAc0M4Q/?sub_confirmation=1

Suivez-nous sur les réseaux !
Facebook : http://www.facebook.com/artetv
Twitter : http://www.twitter.com/artefr
Instagram : https://www.instagram.com/artefr",ARTE,PT28M55S,363103
_7kCoJQZJ6w,Les mots d'amour perdent-ils leur sens ? | Les Idées Larges | ARTE,"Comme les vêtements, les mots s’usent. Comment ne pas avoir l’impression que “je t’aime” perd de son sens? Par la “remotivation du langage” mais aussi par le recours aux métaphores. Comment se construisent les métaphores ? Quels sont leurs domaines “sources” et leurs domaines “cibles” ? Et qu’est ce que cela dit de nos habitudes ? Pour répondre à ces questions, Laura Raim fait appel à la linguiste Julie Neveux. 

Partant du principe que l’on parle notre langue autant que notre langue nous parle,Julie Neveux analyse les nouveaux mots, tics de langage, émojis et métaphores qui peuplent notre quotidien. Elle constate un double mouvement linguistique qui semble à première vue paradoxal : la machinisation de nos corps et de nos affects (on est “en mode”, on a “bugué”), et la sentimentalisation exacerbée (les Français sont les champions du monde de l’emploi d’emojis cœur).
 
Avec également Maxime Bertoux, chercheur en neurosciences.

Les références citées dans l’épisode (dans leur ordre de citation) : 
- Julie Neveux, Je parle comme je suis. Ce que nos mots disent de nous, Grasset, 2020
- Marc Allégret, Entrée des artistes, 1938 
- William Shakespeare, Sonnets, 1609
- Ferdinand de Saussure 
- George Lakoff 
- Penelope Brown et Stephen C. Levinson, Politeness. Some universal in language usage, Cambridge UP, 1987
- John Wilkins",ARTE,PT19M27S,128103
E0hiKWGZU5I,"Surdoués, HP... - Qui sont-ils ? | Dans la tête d'un surdoué","Les personnes à haut potentiel fascinent ! Même si elles sont plutôt rares, elles ne représentent que 2,5% de la population, on a le sentiment que toujours plus de personnes dans notre entourage sont concernées. Alors qui sont ces surdoués à l’extrême intelligence ? Comment vivent-ils avec cette particularité ? Etre surdoué, est-ce un atout pour réussir sa vie ou, au contraire, un décalage qui rend plus compliquée la communication avec les autres ? Réponses à travers des portraits poignants, les explications de spécialistes du haut potentiel et des expériences avec un groupe d’enfants HP.

00:00 : Introduction
01:30 : Témoignage de Thomas sur son parcours scolaire
06:49 : Entretien avec la psychologue Jeanne Siaud Facchin
09:37 : Les tests de QI
12:07 : Les enfants surdoués
20:17 : La pensée en arborescence
21:15 : L'image de soi 
22:02 : Les troubles de l'apprentissage associés au haut potentiel
29:25 : Les HP face au reste de la population
35:57 : Une école spécialisée pour les enfants à haut potentiel
41:50 : Les différences de genre entre filles et garçons HP
45:13 : Témoignage de Véronique, qui a découvert son HP à l'âge adulte

--------------------------------------------------------------------------------------- 

RTS - Radio Télévision Suisse est le média de service public francophone de Suisse. Nous vous proposons des programmes sur quatre chaînes radio, deux chaînes tv et de nombreux réseaux sociaux. Sports, culture, musique et divertissements, les programmes de la RTS sont destinés à tous les publics, en Suisse romande et ailleurs dans le monde. 

Abonnez-vous à la RTS sur YouTube 
📱 https://www.youtube.com/rts//?sub_confirmation=1

---------------------------------------------------------------------------------------- 

► Retrouvez Dans la tête de : 
Toutes les vidéos : https://www.youtube.com/playlist?list=PLkDhl_ki3WcHYK_lE1Zcgy7SNF1W5EjoU
Site : https://details.rts.ch/emissions/dans-la-tete-de/
Facebook : https://www.facebook.com/danslatetede/

---------------------------------------------------------------------------------------- 

RTS sur YouTube
📱 https://www.youtube.com/RTS

Facebook
👥 https://fb.com/rts

Instagram
👥 @radiotelevisionsuisse

Twitter
👥 @radiotelesuisse 

👉 https://www.rts.ch
 
Téléchargez l'application RTS Play
Pour Android: https://play.google.com/store/apps/details?id=ch.rts.player&hl=fr_CH
Pour iPhone: https://apps.apple.com/ch/app/play-rts/id920754415?l=fr

 ----------------------------------------------------------------------------------------

#RTS #HP #HautPotentiel",RTS - Radio Télévision Suisse,PT52M,1339155
1CqP8I7hje4,Lali Dugelay: ma vie d'autiste Asperger,"Le syndrome d’Asperger est une forme d’autisme sans déficience intellectuelle, ni retard de langage. Les personnes souffrant de ce trouble présentent des difficultés de communication verbale et non verbale, ont des comportements répétitifs et routiniers et ont des difficultés d'intégration sociale. Mais comment le reconnaître ? Comment savoir si une personne est atteinte de troubles du comportement ou de ce syndrome ? Lali Dugelay, est la créatrice du site Aspie At Work pour faire connaître l'autisme, et nous livre un témoignage  exceptionnel. Cette émission est animée par Mathilde Debry, Journaliste Médicale.
Ne loupez rien de l’actualité médicale en continue sur nos réseaux sociaux !
🤗 Sur Instagram, des actus du jour, des conseils santé, des quiz : @PourquoiDocteur 
https://www.instagram.com/pourquoidocteur/?hl=fr
⌚Sur Facebook, tous nos articles en direct : https://www.facebook.com/Pourquoidoc
🐦 Notre Twitter : https://twitter.com/Pourquoidocteur
🖥 Et bien sûr notre site internet : https://www.pourquoidocteur.fr/",Pourquoi Docteur,PT30M29S,119115
e7BQzUM3F9Q,"Tics, TOC et Tourette : des troubles mystérieux - 36.9°","Tics, TOC et Tourette : des troubles mystérieux - 36.9°

Tous les reportages de 36.9° ici: https://youtube.com/RTSsanté

«Les objets ne doivent pas se toucher et il faut que les clés soient posées dans la bonne diagonale». Tea, 17 ans, cumule les tocs qui empoisonnent sa vie. «C’est comme si quelqu’un parlait dans ma tête et que je doive faire ce qu’il me dit. Sinon il peut m’arriver une catastrophe». Poignant, son témoignage fait écho à celui de Céline, convaincue que dans la rue, elle risque à tout moment de pousser quelqu’un et de le blesser. Cette phobie d’impulsion provoque chez elle une angoisse mortifère.

Tics, TOC et syndrome de Gilles de la Tourette : il existe des signes avant-coureurs. Comment les dépister dès l’enfance, comment les empoigner et les soigner pour ne pas les voir dégénérer ? 36,9° consacre une édition spéciale à ces syndromes étranges qui provoquent souffrance, moquerie et exclusion.

Un documentaire de Jacques Charrière et Dominique Clément.

Retrouvez 36.9°: 
Youtube: https://youtube.com/RTSsanté
Site: http://rts.ch/sante
Facebook: https://facebook.com/RTS369
#RTSsanté

Retrouvez la Radio Télévision Suisse:
Youtube: https://youtube.com/RTS
Site: http://rts.ch",36.9,PT57M32S,1332487
Dyaxjxpwpvk,"Dépistage des troubles du spectre de l'autisme chez le jeune adulte, par  Dr Estingoy (2021)","Vidéo réalisée à l'occasion de la journée mondiale de la sensibilisation à l'autisme le 2 avril 2021 pour diffusion publique concernant l'intérêt, les critères, le diagnostic différentiel et les enjeux du dépistage des troubles du spectre de l'autisme chez le jeune adulte par le Dr Pierrette Estingoy, Psychiatre.",Eric Dartel,PT28M36S,39636
SidgkXO3u3I,Dyslexie - Les nouvelles pistes | 36.9°,"Ils sont entre 8 et 10 % de la population, et ils ont longtemps passé pour des paresseux ou des incapables. Les dyslexiques ont une intelligence égale, voire supérieure à la moyenne, mais ils bloquent dans leur accès à l’écrit. On ne guérit jamais d’une dyslexie, mais on peut apprendre des techniques de compensation efficaces. Les neurosciences permettent de développer de nouvelles approches thérapeutiques prometteuses.

La dyslexie est un véritable handicap dans un système scolaire et professionnel largement basés sur la maîtrise du texte. Insidieux, il altère en effet une compétence essentielle pour la vie quotidienne : le passage entre l’expression orale et écrite. En moyenne, un enfant par classe est concerné. Ces élèves fournissent beaucoup d'efforts en classe, mais également à la maison. En témoignent les ados qui s’expriment dans ce reportage. Que se passe-t-il dans le cerveau d’une personne dyslexique ? Comment la rééducation et une pédagogie adéquate peuvent-t-elles apporter des réponses à ce mal ? Réponses dans cette émission qui aborde les nouvelles approches thérapeutiques fondées sur les découvertes des neurosciences ou de l’ophtalmologie.

Extrait de 36.9° du 20 avril 2016.

---------------------------------------------------------------------------------------- 

RTS - Radio Télévision Suisse est le média de service public francophone de Suisse. Nous vous proposons des programmes sur quatre chaînes radio, deux chaînes tv et de nombreux réseaux sociaux. Sports, culture, musique et divertissements, les programmes de la RTS sont destinés à tous les publics, en Suisse romande et ailleurs dans le monde. 

Abonnez-vous à la RTS sur YouTube 
📱 https://www.youtube.com/rts//?sub_confirmation=1

---------------------------------------------------------------------------------------- 

► Retrouvez 36.9°: 
Toutes les vidéos: https://www.youtube.com/playlist?list=PLkDhl_ki3WcH5HNmhTMOPMzAkFYi9Zi8Y
Site: http://rts.ch/sante
Facebook: https://facebook.com/RTS369/

---------------------------------------------------------------------------------------- 

RTS sur YouTube
📱 https://www.youtube.com/RTS

Facebook
👥 https://fb.com/rts

Instagram
👥 @radiotelevisionsuisse

Twitter
👥 @radiotelesuisse 

👉 https://www.rts.ch
 
Téléchargez l'application RTS Play
Pour Android: https://play.google.com/store/apps/details?id=ch.rts.player&hl=fr_CH
Pour iPhone: https://apps.apple.com/ch/app/play-rts/id920754415?l=fr

 ----------------------------------------------------------------------------------------

#RTS #santé #dyslexie",RTS - Radio Télévision Suisse,PT28M4S,101299
pk7Y-Crr3ok,Autistes Asperger : une vie presque comme les autres ! - Ça commence aujourd'hui,"En cette journée mondiale de sensibilisation à l’autisme, nous recevons des personnes dites autistes Asperger qui vont nous aider à comprendre leur quotidien. Que se cache-t-il derrière cette image du génie ?

« Autistes Asperger : une vie presque comme les autres ! » diffusée le 01/04/2019 à 13.50 sur France 2.
Tous les jours, Faustine Bollaert accueille sur le plateau de « Ça commence aujourd'hui » des hommes et des femmes qui évoquent des événements marquants de leur existence.


Retrouvez l'émission sur les réseaux sociaux :
Facebook : http://bit.ly/FbCCA
Twitter : https://twitter.com/CaCommenceAu
Instagram : https://instagram.com/cacommenceauj/",Ça commence aujourd'hui,PT1H5M,547353
3T02NuBnKrs,Autistes : ils vivent dans un autre monde - #REPLAY #touteunehistoire,"Abonnez-vous pour ne rien rater des nouveaux épisodes : http://bit.ly/YouTubeTUH

SUIVEZ-NOUS :
Twitter : https://twitter.com/reservoir_prod
Facebook : https://www.facebook.com/ReservoirProdOff/

A l’occasion de la journée mondiale de l’Autisme, nous recevrons quatre mères. 4 combattantes qui ont pour point commun d’avoir un enfant atteint de troubles autistiques. Elles nous raconteront leur combat et leur quotidien. Parmi elles, Lydia qui vient de découvrir l’autisme de son fils Huggo âgé de 3 ans et demi. Elle n’a aucune idée de ce qui l’attend dans les années à venir et participe à l’émission pour en savoir plus.

Quant à Estelle, Magali et Olivia, elles se battent pour changer le regard de la société sur l’autisme et pour donner un avenir à leurs fils.",Toute une histoire | Officiel,PT1H32S,295968
ekRMfDUl10g,Dans la tête...d'un indécis,"Dans la tête...d'un indécis

Tous les reportages de Dans la tête de: https://www.youtube.com/playlist?list=PLkDhl_ki3WcHYK_lE1Zcgy7SNF1W5EjoU 

Des petites décisions du quotidien aux grandes résolutions, la vie n’est qu’une succession de choix à faire. Et pour ceux qui doutent, cela peut prendre des allures de véritable casse-tête, d’autant plus dans notre société qui s’accélère, où l’on nous demande de choisir sur tout et surtout très vite. L’émission donne la parole aux plus indécis d’entre nous !

« Tant qu'on n'a pas agi, on n’est pas en échec », témoigne Jean. Doute, perfectionnisme, peur de se tromper, quête de la solution parfaite... la difficulté de choisir prend des formes variées. Ce qu’on nous faisait miroiter comme une liberté devient une charge, lourde de responsabilités, même pour les moins indécis d’entre nous. Face à cette injonction, gage d’efficacité, il n’est pas étonnant que bon nombre d’entre nous veuillent y échapper.

Pourquoi est-ce que notre société induit de plus en plus d’indécision ? Sommes-nous tous alors en train de devenir des indécis, des enfants qui ne veulent pas grandir et assumer des choix ?  Telles sont notamment les questions auxquelles répond le sociologue Rémy Oudghiri. Celui-ci relève : « C’est le paradoxe de l'abondance. On vit dans une société où il y a énormément d'objets à disposition des gens et ces objets conduisent à non pas une forme de liberté ou d'émancipation, mais au contraire une forme d'oppression ! ». L’émission mêle explications d’experts, expériences et témoignages pour nous éclairer sur le thème. Parmi les témoins, il y a l’ex-journaliste lifestyle Mélanie Blanc. Pour faire un pied de nez à la tyrannie du choix, elle a ouvert son blog sur lequel elle prône un retour à l’essentiel.

Retrouvez Dans la tête de:
Facebook: https://www.facebook.com/danslatetede/
YouTube: https://www.youtube.com/playlist?list=PLkDhl_ki3WcHYK_lE1Zcgy7SNF1W5EjoU 

Retrouvez la Radio Télévision Suisse:
Site: http://rts.ch
Portail vidéo: http://rts.ch/play
Facebook: https://facebook.com/rts.ch
Twitter: https://twitter.com/radiotelesuisse
Instagram: http://instagram.com/radiotelevisionsuisse
Google+: https://plus.google.com/+RadioTelevisionSuisse",RTS - Radio Télévision Suisse,PT45M31S,95774
5ssApGWP44U,Les 5 voyages de l'amour | Florence Escaravage | TEDxECE,"Passionnée par les dynamiques relationnelles et amoureuses, Florence Escaravage a créé en 2007 ""Love Intelligence"".

Avec un groupe d’experts et de chercheurs, elle a développé une approche pédagogique pour expliquer l’affectivité et ses enjeux.

Très présente sur la scène publique, elle souhaite porter une parole engagée et constructive à travers l'écriture de livres ou encore les interviews dans les médias.

Dans le cadre de son talk ""Les 5 voyages de l'amour"", Florence Escaravage vous emmènera dans le monde amoureux, un univers passionnant mais pourtant peu connu. ? Passionnée par les dynamiques relationnelles et amoureuses, Florence Escaravage a créé ""Love Intelligence"" en 2007.
Elle a développé avec un groupe d’experts et de chercheurs une approche pédagogique pour expliquer l’affectivité, ses enjeux. 
50 000 hommes et femmes, célibataires ou en couple, ont été accompagnés dans l’abord de leur vie affective via son approche . Elle a écrit des livres, répond chaque jour aux interviews des media pour porter une parole engagée et constructive et s’implique à 360° auprès du monde des entreprises, de l’Etat, de la formation professionnelle et en accompagnement individuel. This talk was given at a TEDx event using the TED conference format but independently organized by a local community. Learn more at https://www.ted.com/tedx",TEDx Talks,PT17M19S,33525
MieE9C2sdqo,"La résilience, le pouvoir de rebondir plus haut après une épreuve. | Caroline Codsi | TEDxAsfi","Caroline Codsi partage son expérience personnelle et via des exemples, le pouvoir de rebondir plus haut après une épreuve.

Présidente de la Gouvernance au Feminin du Canada

This talk was given at a TEDx event using the TED conference format but independently organized by a local community. Learn more at https://www.ted.com/tedx",TEDx Talks,PT16M5S,134227
13razgR8q7g,La liberté sexuelle en question: Catherine Blanc at TEDxParis 2013,"Filmé à TEDxParis le 28 mars 2013 à la Gaîté Lyrique. Plus d'interventions sur http://tedxparis.com/
Diplômée de la faculté de médecine Paris-XIIIen études biologiques, psychologiques et sociales de la sexualité humaine. Catherine Blanc est sexologue et psychanalyste. Elle a écrit différents ouvrages sur la sexualité masculine et féminine notamment « La sexualité des femmes n'est pas celle des magazines » ou encore « La sexualité masculine -- l'éjaculation ».
 
@Catherine_Blanc
http://www.catherineblanc.com/

Rejoignez nous sur les réseaux sociaux : 
https://www.facebook.com/TEDxParis 
https://twitter.com/TEDxParis",TEDx Talks,PT13M22S,383082
oMrZYU8k3_0,Mieux comprendre sa sexualité pour l'améliorer | Ronan Moal | TEDxUBO,"Ronan Moal est sexologue à Brest. Son crédo : Comprendre sa sexualité, c'est comprendre le monde. Améliorer sa sexualité, c'est améliorer le monde.
Une intervention surprenante.

Ronan Moal is a sexologist in the city of Brest, he's the founder of the Heal2sy Start up.

This talk was given at a TEDx event using the TED conference format but independently organized by a local community. Learn more at http://ted.com/tedx",TEDx Talks,PT16M46S,438212
zYyAw-j6lkI,Où est la limite de l'amour ? - Est-ce la limite? | Florence Leoszewski | TEDxAlsace,"Connait-on vraiment ses limites ? En se retrouvant confronté à des situations exceptionnelles, nous nous surprenons à dépasser nos limites et à trouver la force de bouger des montagnes. Des choses que nous pensions impossibles peuvent être réalisées... mais il faut un moteur, et quelle est la plus grande motivation à se dépasser pour une mère sinon l'amour pour ses enfants. Certains auraient pu dire à Florence de se résigner, d'écouter les personnes qui ont la connaissance... Mais non : l'amour mérite de se battre même si la situation semble nous dépasser. Et qui sait, nous pouvons nous surprendre ! 


Florence Leoszewski, fondatrice du club de réflexion Galileo concept Alsace pour les chefs d'entreprise et cadres dirigeants.
Florence Leoszewski provoque l'évènement en entreprise, en créant la surprise d'une rencontre. ""Manager, c'est avant tout identifier ce que les gens aiment faire, leurs valeurs personnelles et ce qu'ils savent faire"". Passer d'études scientifiques, marketing et industrielles aux relations humaines, c'est la transition douce opérée par Florence Leoszewski. 
Avec Galileo Concept, Florence cherche à déconstruire les schémas de pensées préconçus des chefs d'entreprise et cadres dirigeants pour les accompagner vers la compréhension de leur environnement.

This talk was given at a TEDx event using the TED conference format but independently organized by a local community. Learn more at http://ted.com/tedx",TEDx Talks,PT15M4S,161385
xwclx5F5Wfo,Comment la résilience peut devenir un piège ? | Samah Karaki | TEDxTours,"Samah Karaki nous invite à nous questionner sur comment nous vivons certaines situations stressantes et comment la société actuelle nous invite constamment à la résilience dans ces moments là. 
 Samah Karaki est une neuroscientifique franco-libanaise, auteure et experte en santé mentale, apprentissage et culture organisationnelle. Elle est titulaire d’une doctorat en neurosciences, d’un master en neurobiologie et d’un maîtrise en biodiversité et écologie. Elle est la fondatrice et directrice du Social Brain Institute, une ONG basée à Genève qui s'appuie sur les sciences cognitives et sociales pour gérer les enjeux sociaux et environnementaux. Elle est l'auteur de « le travail en équipe », éditions Dunod, 2021. This talk was given at a TEDx event using the TED conference format but independently organized by a local community. Learn more at https://www.ted.com/tedx",TEDx Talks,PT12M39S,11212
